State,County,Accident,Broken,Congestion,Construction,Event,Incident,Lane,Other,All
WA,Kitsap,245,24,5297,430,0,289,54,6,6345
WA,Kittitas,108,13,14368,149,0,632,19,4,15293
WA,Klickitat,29,16,1836,10,0,60,12,0,1963
WA,Lewis,173,37,2893,157,1,227,52,2,3542
WA,Lincoln,9,2,531,14,0,9,2,1,568
WA,Mason,80,8,1878,60,0,150,26,1,2203
WA,Okanogan,1,1,368,15,0,29,0,3,417
WA,Pacific,10,3,112,15,0,11,4,0,155
WA,Pend Oreille,1,0,123,3,0,8,1,0,136
WA,Pierce,2661,543,35877,1343,143,3320,366,7,44260
WA,San Juan,0,0,0,2,0,0,0,0,2
WA,Skagit,233,35,1571,68,0,169,30,2,2108
WA,Skamania,25,5,91,9,0,28,5,0,163
WA,Snohomish,3200,505,45159,890,78,3718,432,17,53999
WA,Spokane,1593,124,5659,153,167,867,64,2,8629
WA,Stevens,17,2,360,3,0,10,2,0,394
WA,Thurston,428,50,3616,163,5,379,57,1,4699
WA,Wahkiakum,6,0,20,12,0,5,6,0,49
WA,Walla Walla,4,1,1007,1,1,17,0,0,1031
WA,Whatcom,491,74,6114,66,0,332,70,1,7148
WA,Whitman,10,0,783,4,53,16,1,1,868
WA,Yakima,26,9,3091,46,0,144,9,4,3329
WI,ALL,3738,1994,55320,2732,311,2139,359,5,66598
WI,Adams,0,1,149,6,0,6,0,0,162
WI,Ashland,0,0,121,3,0,8,0,0,132
WI,Barron,2,0,465,12,0,14,0,0,493
WI,Bayfield,2,0,122,5,0,15,0,0,144
WI,Brown,161,68,1772,91,14,67,29,0,2202
WI,Buffalo,1,0,80,2,0,5,0,0,88
WI,Burnett,1,0,13,0,0,6,0,0,20
WI,Calumet,2,0,330,8,0,5,0,0,345
WI,Chippewa,29,2,553,19,0,15,2,0,620
WI,Clark,2,0,348,13,0,6,0,0,369
WI,Columbia,35,8,572,52,0,38,4,0,709
WI,Crawford,0,0,291,8,0,7,0,0,306
WI,Dane,428,115,7310,205,22,459,43,0,8582
WI,Dodge,9,0,497,15,0,19,0,0,540
WI,Door,0,0,110,2,0,0,0,0,112
WI,Douglas,2,0,327,12,0,19,0,0,360
WI,Dunn,18,6,679,6,0,14,2,0,725
WI,Eau Claire,26,11,730,26,0,14,4,0,811
WI,Florence,0,0,50,0,0,2,0,0,52
WI,Fond Du Lac,1,1,59,3,0,0,0,0,64
WI,Fond du Lac,27,8,539,19,0,13,2,0,608
WI,Forest,0,0,120,0,0,1,0,0,121
WI,Grant,3,0,460,8,0,6,0,0,477
WI,Green,3,1,151,7,0,23,0,0,185
WI,Green Lake,0,0,66,2,0,4,0,0,72
WI,Iowa,1,2,504,10,0,11,1,0,529
WI,Iron,0,0,107,7,0,6,0,0,120
WI,Jackson,18,7,816,11,0,21,0,0,873
WI,Jefferson,14,11,592,18,0,22,3,0,660
WI,Juneau,17,2,682,18,0,17,4,0,740
WI,Kenosha,107,92,940,66,0,67,25,0,1297
WI,Kewaunee,0,0,32,1,0,3,0,0,36
WI,La Crosse,19,4,636,13,0,11,2,0,685
WI,Lafayette,2,0,125,5,0,2,0,0,134
WI,Lake,0,0,1,0,0,0,0,0,1
WI,Langlade,6,0,182,2,0,5,0,0,195
WI,Lincoln,8,0,245,7,0,7,0,0,267
WI,Manitowoc,7,5,674,16,0,26,2,0,730
WI,Marathon,27,2,903,45,0,15,4,0,996
WI,Marinette,1,0,638,8,0,9,0,0,656
WI,Marquette,1,0,154,11,0,5,0,0,171
WI,Menominee,1,0,13,4,0,0,0,0,18
WI,Milwaukee,1895,1057,11898,840,167,461,143,2,16463
WI,Monroe,9,4,758,23,0,22,3,0,819
WI,Oconto,2,0,440,9,0,11,0,0,462
WI,Oneida,1,0,256,4,0,9,1,0,271
WI,Outagamie,73,22,1114,150,0,39,7,0,1405
WI,Ozaukee,27,5,438,10,0,17,6,0,503
WI,Pepin,0,0,40,1,0,0,0,0,41
WI,Pierce,3,0,163,0,0,5,0,0,171
WI,Polk,1,0,197,5,0,6,0,0,209
WI,Portage,32,3,1159,54,0,17,3,0,1268
WI,Price,1,1,53,8,0,7,0,0,70
WI,Racine,72,63,2226,102,0,81,10,0,2554
WI,Richland,0,0,120,2,0,4,0,0,126
WI,Rock,76,24,1595,109,108,110,9,2,2033
WI,Rusk,1,0,81,0,0,1,0,0,83
WI,Saint Croix,0,0,41,1,0,1,0,0,43
WI,Sauk,14,9,746,18,0,27,4,0,818
WI,Sawyer,0,0,50,2,0,0,0,0,52
WI,Shawano,11,0,673,14,0,17,0,0,715
WI,Sheboygan,22,6,1305,41,0,38,3,0,1415
WI,St. Croix,29,22,846,17,0,8,2,0,924
WI,Taylor,0,0,37,1,0,0,0,0,38
WI,Trempealeau,4,0,283,1,0,9,1,0,298
WI,Vernon,0,0,225,2,0,12,0,0,239
WI,Vilas,2,0,131,7,0,3,0,0,143
WI,Walworth,26,4,762,34,0,44,3,0,873
WI,Washburn,0,0,185,2,0,1,0,0,188
WI,Washington,49,41,754,31,0,42,6,0,923
WI,Waukesha,338,348,3264,243,0,102,24,1,4320
WI,Waupaca,9,1,348,19,0,11,2,0,390
WI,Waushara,3,3,217,11,0,5,0,0,239
WI,Winnebago,56,35,1318,173,0,30,5,0,1617
WI,Wood,1,0,439,32,0,6,0,0,478
WV,ALL,186,41,33504,117,91,585,48,0,34572
WV,Barbour,1,1,191,0,0,1,0,0,194
WV,Berkeley,25,5,1602,6,0,49,3,0,1690
WV,Boone,0,0,235,0,0,2,0,0,237
WV,Braxton,4,1,855,1,0,11,3,0,875
WV,Brooke,0,0,292,1,0,1,0,0,294
WV,Cabell,13,0,1843,6,12,51,1,0,1926
WV,Calhoun,0,0,97,0,0,0,0,0,97
WV,Clay,0,0,220,0,0,1,0,0,221
WV,Doddridge,0,0,564,0,0,4,0,0,568
WV,Fayette,6,1,679,2,0,4,1,0,693
WV,Gilmer,0,0,84,0,0,0,0,0,84
WV,Grant,0,0,416,1,0,2,0,0,419
WV,Greenbrier,2,0,998,0,1,11,0,0,1012
WV,Hampshire,0,1,590,1,0,7,1,0,600
WV,Hancock,1,0,102,0,0,0,0,0,103
WV,Hardy,0,0,356,2,0,4,0,0,362
WV,Harrison,13,4,1508,4,0,27,1,0,1557
WV,Jackson,7,1,618,2,0,25,5,0,658
WV,Jefferson,1,0,469,0,0,9,2,0,481
WV,Kanawha,42,14,1772,22,63,54,9,0,1976
WV,Lewis,1,0,452,3,0,6,1,0,463
WV,Lincoln,0,0,96,0,0,2,0,0,98
WV,Logan,1,0,105,0,0,1,0,0,107
WV,Marion,5,0,841,1,0,27,3,0,877
WV,Marshall,0,0,409,1,0,5,0,0,415
WV,Mason,0,0,582,1,0,7,1,0,591
WV,McDowell,0,0,41,0,0,0,0,0,41
WV,Mercer,12,2,1763,34,0,29,2,0,1842
WV,Mineral,1,0,388,1,0,6,0,0,396
WV,Mingo,0,0,63,0,0,0,0,0,63
WV,Monongalia,14,4,2927,7,14,67,2,0,3035
WV,Monroe,0,0,75,0,0,0,0,0,75
WV,Morgan,0,0,702,0,0,10,1,0,713
WV,Nicholas,0,0,1116,0,0,3,0,0,1119
WV,Ohio,10,1,632,4,0,24,4,0,675
WV,Pendleton,2,0,194,1,0,4,0,0,201
WV,Pleasants,0,0,126,0,0,3,0,0,129
WV,Pocahontas,0,0,60,0,0,0,0,0,60
WV,Preston,3,0,1331,1,0,14,1,0,1350
WV,Putnam,9,4,2128,3,0,54,4,0,2202
WV,Raleigh,4,2,1156,4,1,21,0,0,1188
WV,Randolph,0,0,723,1,0,6,1,0,731
WV,Ritchie,1,0,451,2,0,0,0,0,454
WV,Roane,1,0,277,2,0,6,2,0,288
WV,Summers,0,0,153,0,0,2,0,0,155
WV,Taylor,1,0,288,0,0,1,0,0,290
WV,Tucker,0,0,511,0,0,4,0,0,515
WV,Tyler,1,0,674,0,0,1,0,0,676
WV,Upshur,0,0,234,1,0,1,0,0,236
WV,Wayne,0,0,167,1,0,7,0,0,175
WV,Webster,0,0,178,0,0,0,0,0,178
WV,Wetzel,0,0,480,0,0,3,0,0,483
WV,Wirt,0,0,17,0,0,0,0,0,17
WV,Wood,5,0,613,1,0,8,0,0,627
WV,Wyoming,0,0,60,0,0,0,0,0,60
WY,ALL,64,6,34719,329,17,493,22,3,35653
WY,Albany,10,1,4181,5,17,100,2,0,4316
WY,Big Horn,0,0,252,1,0,1,1,0,255
WY,Campbell,1,0,2101,122,0,7,2,0,2233
WY,Carbon,13,1,3733,7,0,80,1,0,3835
WY,Converse,1,0,1447,8,0,20,2,1,1479
WY,Crook,1,0,1843,3,0,4,0,0,1851
WY,Fremont,0,0,543,4,0,11,0,0,558
WY,Goshen,1,0,785,0,0,4,0,1,791
WY,Hot Springs,0,0,110,1,0,0,0,0,111
WY,Johnson,2,0,1992,3,0,12,1,0,2010
WY,Laramie,10,2,3563,127,0,57,4,0,3763
WY,Lincoln,3,0,746,3,0,1,2,0,755
WY,Natrona,2,1,1144,6,0,31,2,0,1186
WY,Niobrara,0,0,796,0,0,5,1,0,802
WY,Park,1,0,843,14,0,12,1,0,871
WY,Platte,1,0,1030,2,0,46,0,0,1079
WY,Sheridan,1,0,1640,4,0,11,0,0,1656
WY,Sublette,2,0,421,1,0,1,1,0,426
WY,Sweetwater,7,0,2799,3,0,37,0,0,2846
WY,Teton,1,1,1275,11,0,16,2,1,1307
WY,Uinta,7,0,2928,2,0,36,0,0,2973
WY,Washakie,0,0,146,2,0,1,0,0,149
WY,Weston,0,0,401,0,0,0,0,0,401
